"shop,""aisle"",""reference_id"",""reference_name"",""last_control"""
"Magasin Exercice,""uf blanc"",""3033491339080"",""DANONE BIO NATURE 4X125G"",""2020-08-07 14:07:23.18+00"""
"Magasin Exercice,""Halal & Casher"",""3512690002198"",""I.D BOX PENNE BOLO HALAL"",""2020-08-07 14:10:59.872+00"""
"Magasin Exercice,""Halal & Casher"",""3512690004574"",""SAVEUR DELICE GT CHEESE 5"",""2020-08-07 14:11:15.196+00"""
"Magasin Exercice,""dessert viennois"",""3560070919741"",""MDD VERRINE TIRAMISU 85G"",""2020-08-07 15:54:54.566+00"""
"Magasin Exercice,""dessert viennois"",""7616600712712"",""S.D YRT EXCEL TRUFFE X2"",""2020-08-07 15:55:27.131+00"""
"Magasin Exercice,""dessert viennois"",""3023290009086"",""SDM CHOCOLAT NOIR 4X59G"",""2020-08-07 16:00:56.638+00"""
"Magasin Exercice,""dessert viennois"",""7616600712705"",""YRT EXCEL CARAMEL 8% GOLD"",""2020-08-07 15:55:32.409+00"""
"Magasin Exercice,""dessert viennois"",""3560071003111"",""MDD TARTE COCO CHOC.2X80"",""2020-08-07 15:55:44.269+00"""
"Magasin Exercice,""dessert viennois"",""3023290234501"",""FEUILLETE D FEUILLETE DE"",""2020-08-07 16:01:04.458+00"""
"Magasin Exercice,""dessert viennois"",""3560071182090"",""2X85G MOUSSE PISTA-CHOCO"",""2020-08-07 15:56:27.312+00"""
"Magasin Exercice,""dessert viennois"",""5060425284190"",""CHEESECAKE CAR SALE 2X92G"",""2020-08-07 15:56:40.911+00"""
"Magasin Exercice,""dessert viennois"",""7312930007626"",""MILKA COEU CHOC LA 2X100G"",""2020-08-07 15:57:02.339+00"""
"Magasin Exercice,""dessert viennois"",""3033490005245"",""DANETTE MOUS CAR BS 4X60G"",""2020-08-07 16:01:27.851+00"""
"Magasin Exercice,""dessert viennois"",""3608580907831"",""2X120G TARTE TATIN POMMES"",""2020-08-07 15:57:42.852+00"""
"Magasin Exercice,""dessert viennois"",""3033490005238"",""DANETTE MOUSS VANIL 4X60G"",""2020-08-07 16:01:33.374+00"""
"Magasin Exercice,""dessert viennois"",""3023290643488"",""PETIT CLAFOUTIS CERISE X4"",""2020-08-07 15:58:30.211+00"""
"Magasin Exercice,""dessert viennois"",""3023290719329"",""LTR CLAFOUTIS POM 4X85G"",""2020-08-07 15:58:37.033+00"""
"Magasin Exercice,""dessert viennois"",""3033491031014"",""DANETT.CREM.LIEG.CHOCO.X4"",""2020-08-07 16:01:44.599+00"""
"Magasin Exercice,""dessert viennois"",""3023290233702"",""LL.CREME CARAMEL 4X100G"",""2020-08-07 15:58:43.265+00"""
"Magasin Exercice,""dessert viennois"",""3023290623992"",""CREME OEUFS LIT CARAMELX4"",""2020-08-07 15:58:52.366+00"""
"Magasin Exercice,""dessert viennois"",""3023292259144"",""VIENNOIS MOUSS.LIEG.CAFE"",""2020-08-07 16:01:50.679+00"""
"Magasin Exercice,""dessert viennois"",""3560071240639"",""4X100G CR OEUFS CML PTE S"",""2020-08-07 15:58:57.806+00"""
"Magasin Exercice,""dessert viennois"",""3023290620144"",""4X100G VIENNOIS VAN/CARAM"",""2020-08-07 16:01:57.725+00"""
"Magasin Exercice,""dessert viennois"",""5410096784701"",""LAITIERE RIZ LAIT SAV.VAN"",""2020-08-07 15:59:19.707+00"""
"Magasin Exercice,""dessert viennois"",""3023290021156"",""VIENNOIS CHOCOLAT 4X100G"",""2020-08-07 16:02:21.909+00"""
"Magasin Exercice,""dessert viennois"",""3023290169940"",""RIZ AU LAIT RHUM 4X115G"",""2020-08-07 15:59:27.179+00"""
"Magasin Exercice,""dessert viennois"",""3023290115176"",""SEMOULE AU LAIT NA.4X115G"",""2020-08-07 15:59:40.517+00"""
"Magasin Exercice,""dessert viennois"",""3456770866884"",""M.NOVA FOND CHOCO N 2X150"",""2020-08-07 16:02:48.017+00"""
"Magasin Exercice,""dessert viennois"",""3608580787631"",""B.MAM. MOUSSE CHOCO 4X50G"",""2020-08-07 15:59:51.627+00"""
"Magasin Exercice,""dessert viennois"",""3023290030356"",""MARONSUIS 4X68.8G"",""2020-08-07 16:00:37.682+00"""
"Magasin Exercice,""dessert viennois"",""3456774781602"",""M.N GOURMAND CHOCOLAT X2"",""2020-08-07 16:02:53.989+00"""
"Magasin Exercice,""dessert viennois"",""3023290009055"",""SDM CHOCOLAT AU LT 4X59G"",""2020-08-07 16:00:47.249+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3245413881458"",""MDD BLC PLT FUME 4TR 160G"",""2020-07-27 07:09:19.639+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560070579778"",""240G 6 BLANC POULET MDD"",""2020-07-27 07:10:51.296+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3449865268281"",""JBRID BB NAT +10% 275G"",""2020-07-27 08:40:28.521+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3449850419933"",""J.BRID JS NAT 275G+10%"",""2020-07-27 08:40:50.552+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3560070655410"",""PPB D.ROTI PORC 150G"",""2020-07-27 08:41:34.007+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""0000080551058"",""BRESAOLA I.G.P.TAGLIO FRE"",""2020-07-27 08:42:20.005+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3560071013837"",""MDD 4T BLANC DINDE 120G"",""2020-07-27 08:43:13.267+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560070932610"",""80G BLANC DE POULET TSR 2"",""2020-07-27 07:09:57.855+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560070855926"",""160G 4T BLC DDE TSR MDD"",""2020-07-27 07:10:20.261+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560070655410"",""PPB D.ROTI PORC 150G"",""2020-07-27 08:03:55.484+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560071242893"",""160G JAMB SUP DD 4T MDD B"",""2020-07-27 08:05:35.967+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3095754136010"",""FM ROTI PORC CUIT-SEL X4T"",""2020-07-27 08:07:27.217+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560071238551"",""500G JAMBONNEAU TORCH RDF"",""2020-07-27 08:13:39.033+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3245414198067"",""MDD PAVE POIVRE 6TRS 100G"",""2020-07-27 08:27:42.421+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3339720414079"",""BACON BIO 80G"",""2020-07-27 08:28:58.657+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3369575697204"",""COLOMB.PAVE POIVR.TR.500G"",""2020-07-27 08:30:11.548+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""80571308"",""70G Coppa Taglio Fresco Citterio Citterio"",""2020-07-27 08:31:20.467+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3033610039792"",""DELICE CND NATURE 20% 75G"",""2020-07-27 08:33:07.859+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3339720410446"",""SAUCISSE COURBE AU PIMENT"",""2020-07-27 08:34:15.989+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3700133913709"",""SCISSE SECHE SANS ANTIBIO"",""2020-07-27 08:34:56.72+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3449865289415"",""COCH SAUCISSON LR VPF 225"",""2020-07-27 08:35:23.365+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3449865281662"",""J.BRIDOU MINI BB NOISETTE"",""2020-07-27 08:36:14.474+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3449851140553"",""BAT.BERGER NOISETTES 250G"",""2020-07-27 08:36:58.688+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3270190207306"",""MDD CHORIZO EXTRA FORT"",""2020-07-27 08:37:49.381+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""8410843116578"",""CHORIZO SARTA FORT 200G"",""2020-07-27 08:39:36.494+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""7613036024358"",""BON PARIS-25% SEL 8T 280G"",""2020-07-27 07:26:12.57+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3095758857010"",""LE JB PARIS CUIT 4TR 160G"",""2020-07-27 07:27:09.473+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560070787005"",""160G JB SUP DD SS OGM 4T"",""2020-07-27 07:29:47.092+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560071011109"",""400G 10T JB SUP DD  MDD E"",""2020-07-27 07:31:31.099+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560070945252"",""180G 4T BLANC DE POULET P"",""2020-07-27 07:11:23.776+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3095758586019"",""FM JBON LABEL ROUGE 2 TR"",""2020-07-27 07:31:59.795+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3095756196012"",""F.M BL PLT TOURNEBR 4TR"",""2020-07-27 07:12:12.318+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3302749895020"",""70G 2TR JBN SUP ETOUFF FL"",""2020-07-27 07:32:21.897+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3302740075025"",""8 TR F BLC PLET DORE FOUR"",""2020-07-27 07:13:31.414+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3095758864018"",""6TR FILET PLT SUP ROT160G"",""2020-07-27 07:13:51.375+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3270190203445"",""MDD MOUSSE CND PORTO 180G"",""2020-07-27 15:03:28.029+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560071096281"",""160G JAMBON DE PARIS 4TR"",""2020-07-27 07:21:27.605+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3560070726653"",""MDD YRT A BOIRE FRS/BAN/P"",""2020-07-27 15:20:24.793+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""7613035780491"",""HERTA BON PARIS TORCHON/S"",""2020-07-27 07:22:43.867+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3560071221010"",""4X180G YAB VANILLE MDD KI"",""2020-07-27 15:21:01.744+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""7613035336162"",""HERTA BON PARIS ETOUF 2T"",""2020-07-27 07:23:03.83+00"""
"Magasin Exercice,""36.3 Chevre, brebis et soja"",""3523230039567"",""YRT BREBIS NATURE 4X110G"",""2020-07-27 15:26:13.317+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3329770055605"",""PTIT YOP AROME FRS 6X180G"",""2020-07-27 15:20:18.073+00"""
"Magasin Exercice,""37.1 Pain de mie"",""3029330003526"",""CROUSTI.MOELLEUX NT 730G"",""2020-07-27 15:28:34.601+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3033491279751"",""DANETTE CARAMEL 4X125G"",""2020-07-27 15:21:38.42+00"""
"Magasin Exercice,""37.2 Patisserie & viennoiserie"",""3259426021060"",""KER CADEL.MOELLEUX CHOCO"",""2020-07-27 15:28:07.299+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3033491279300"",""DANETTE VANI CARAM 4X125G"",""2020-07-27 15:23:46.948+00"""
"Magasin Exercice,""37.2 Patisserie & viennoiserie"",""3322680010405"",""WHAOU CREPES CHOCO LT X8"",""2020-07-27 15:28:42.549+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3270190024446"",""4X125G CREME DESS. CAFE C"",""2020-07-27 15:23:45.051+00"""
"Magasin Exercice,""37.2 Patisserie & viennoiserie"",""3270190024835"",""350G PAIN AU LAITX10 MDD"",""2020-07-27 15:31:19.557+00"""
"Magasin Exercice,""Halal & Casher"",""3283040330321"",""CORDONS BLEUS DINDE HALAL"",""2020-07-27 15:34:59.46+00"""
"Magasin Exercice,""Halal & Casher"",""3512690002044"",""ISLA DELICE DE DINDE 8TR"",""2020-07-27 15:38:46.434+00"""
"Magasin Exercice,""viennoiserie"",""3760049798616"",""280G 8 P.LAIT BIO FARINE"",""2020-07-27 17:32:55.237+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3276170010812"",""18 BATONNETS FERME&TENDRE"",""2020-07-27 15:40:47.957+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3276170010805"",""12 BATONNETS FERME&TENDRE"",""2020-07-27 15:41:12.975+00"""
"Magasin Exercice,""bio"",""3560071048754"",""230G TOMME ALPES MDD BIO"",""2020-07-27 15:44:37.747+00"""
"Magasin Exercice,""bio"",""3273220535417"",""VRAI SAV CITRO BIO 4X125G"",""2020-07-27 17:26:50.891+00"""
"Magasin Exercice,""bio"",""3033491601897"",""DANETTE BIO VANILLE 4X95G"",""2020-07-27 15:46:00.016+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3456770936471"",""FOND PISTA LT CHOC 2X150G"",""2020-07-27 17:55:54.719+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3033491377105"",""DANETTE LIEG CHOCO 4X100G"",""2020-07-27 17:56:23.662+00"""
"Magasin Exercice,""dessert viennois"",""3033491377105"",""DANETTE LIEG CHOCO 4X100G"",""2020-07-27 15:56:28.633+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3329770063198"",""YAB YOP FRAI BANA 1X850G"",""2020-07-27 17:57:21.733+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""5038862164504"",""INNOCENT JUS POMME 900ML"",""2020-07-27 17:57:56.443+00"""
"Magasin Exercice,""uf blanc"",""3770005734176"",""120G X2 POT AU LAIT FRUIT"",""2020-07-27 17:59:09.624+00"""
"Magasin Exercice,""uf blanc"",""3023290115251"",""YRT GRECQUE CITRON 4X125G"",""2020-07-27 18:01:32.323+00"""
"Magasin Exercice,""uf blanc"",""3760176400079"",""YRT ETUVE CITRON VERT X4"",""2020-07-27 18:01:05.326+00"""
"Magasin Exercice,""uf blanc"",""3456770316105"",""YAOURT GOURM.NOIX COCO X2"",""2020-07-27 18:02:01.468+00"""
"Magasin Exercice,""uf blanc"",""3560070448135"",""16 X125G YT FT R.CREM.MDD"",""2020-07-27 18:02:24.558+00"""
"Magasin Exercice,""pate a tarte"",""3560070538362"",""MDD AGIR PATE BRISEE BIO"",""2020-08-08 08:12:46.852+00"""
"Magasin Exercice,""pate a tarte"",""3560071076818"",""CREPE SUCRE SS GLUT.200G"",""2020-08-08 08:13:13.908+00"""
"Magasin Exercice,""pate a tarte"",""3560070538300"",""MDD PATE FEUILL. BIO 230G"",""2020-08-08 08:12:21.545+00"""
"Magasin Exercice,""pate a tarte"",""3270190022534"",""PATE FEUILLETE ROULE 230G"",""2020-08-08 08:14:58.059+00"""
"Magasin Exercice,""pate a tarte"",""3560070555581"",""MDD PATE TARTE BRISEE 280"",""2020-08-08 08:15:33.768+00"""
"Magasin Exercice,""pate a tarte"",""3505700006156"",""DESSAINT CREPES NATURE X8"",""2020-08-08 08:15:53.705+00"""
"Magasin Exercice,""pate a tarte"",""3560070367221"",""PATE PIZZA MDD"",""2020-08-08 08:16:19.979+00"""
"Magasin Exercice,""pate a tarte"",""3392590204577"",""550G PATE A PIZZA XXL CRO"",""2020-08-08 08:16:38.345+00"""
"Magasin Exercice,""pate a tarte"",""3392590204768"",""210G TARTE FINE CROUSTIPA"",""2020-08-08 08:16:54.387+00"""
"Magasin Exercice,""pate a tarte"",""3245412801013"",""MDD ROUL PIZZA 260G"",""2020-08-08 08:13:27.626+00"""
"Magasin Exercice,""pate a tarte"",""3270190204015"",""PATE BRISEE P.BEURRE"",""2020-08-08 08:14:03.957+00"""
"Magasin Exercice,""pate a tarte"",""3248830000143"",""230G PAT BRISEE P.BEURRE"",""2020-08-08 08:14:20.446+00"""
"Magasin Exercice,""pate a tarte"",""3560070555611"",""280G PATE A TARTE FEUILL."",""2020-08-08 08:14:39.746+00"""
"Magasin Exercice,""pane traiteur"",""3596690762276"",""200G ESC NORMAND PLT PDO"",""2020-08-08 08:20:48.956+00"""
"Magasin Exercice,""pane traiteur"",""3266980535438"",""200G ETUI 2 PANE ITALIEN"",""2020-08-08 08:18:04.479+00"""
"Magasin Exercice,""pane traiteur"",""3266980675080"",""LG ETUI CROQ EXT.FROM.200"",""2020-08-08 08:18:17.848+00"""
"Magasin Exercice,""pane traiteur"",""3596690773098"",""200G ESC CRD BLEU AT PDO"",""2020-08-08 08:18:36.206+00"""
"Magasin Exercice,""pane traiteur"",""3596690147042"",""ESC.CB PLET TX SEL REDUIT"",""2020-08-08 08:21:17.902+00"""
"Magasin Exercice,""pane traiteur"",""3596690760449"",""400G AUTHEN NUG FLT PLT"",""2020-08-08 08:22:14.853+00"""
"Magasin Exercice,""pane traiteur"",""3596690773104"",""200G NUGG PLT ETUI ATELIE"",""2020-08-08 08:18:46.768+00"""
"Magasin Exercice,""pane traiteur"",""3560071151416"",""200G CORDON BLEU PLT TSR"",""2020-08-08 08:23:09.819+00"""
"Magasin Exercice,""pane traiteur"",""3266980864002"",""400G LG CROUSTY CHICKEN T"",""2020-08-08 08:23:37.218+00"""
"Magasin Exercice,""pane traiteur"",""3266980805128"",""PANES FAC MILANAISE 200G"",""2020-08-08 08:18:58.322+00"""
"Magasin Exercice,""pane traiteur"",""3596690149046"",""P.DODU LONG NUGG FLT PLT"",""2020-08-08 08:23:51.68+00"""
"Magasin Exercice,""pane traiteur"",""3245412758942"",""MDD CROQUE FROMAGE 2X100G"",""2020-08-08 08:19:23.983+00"""
"Magasin Exercice,""pane traiteur"",""3560070487516"",""MDD CORDON BLEU 400G"",""2020-08-08 08:24:11.87+00"""
"Magasin Exercice,""pane traiteur"",""3560070543731"",""MDD CROQUE JAMBON 200G"",""2020-08-08 08:19:32.654+00"""
"Magasin Exercice,""pane traiteur"",""3560070916085"",""MDD NUGGETS POULET 800G"",""2020-08-08 08:24:27.47+00"""
"Magasin Exercice,""pane traiteur"",""3266980177416"",""GAULOIS CORDON BLEU DINDE"",""2020-08-08 08:25:08.317+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3033491012020"",""DANETTE POP CHOC/BILLE.X4"",""2020-08-08 08:32:26.79+00"""
"Magasin Exercice,""pane traiteur"",""3560070543762"",""MDD 2X PANES NORMAND 200G"",""2020-08-08 08:19:53.829+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3560070498321"",""PP BLC FLAN VANIL NAP X6"",""2020-08-08 08:32:43.033+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3033490143589"",""PETITE DANETTE CHOCO LAIT"",""2020-08-08 08:32:59.657+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3023290021095"",""FLANBY VANIL CARA 12X100G"",""2020-08-08 08:33:13.205+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3329770058897"",""PETITS FILOUS FRT 12X50G"",""2020-08-08 08:33:27.525+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""8008410432116"",""ROTOLIN SALAM PIQT/SC 60G"",""2020-07-28 09:04:02.182+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560070751570"",""MDD FILET PLT ROTI 120G"",""2020-07-28 07:35:19.826+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560070719235"",""160G JAMB PARIS TSR 4TR C"",""2020-07-28 07:40:17.069+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""7613035386884"",""HERTA BONPARIS BROCHE4T"",""2020-07-28 08:55:49.365+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3067162211856"",""JAMBON CRU GRAND CRU 150G"",""2020-07-28 09:05:15.996+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3449860403182"",""AOSTE CHORIZO FORT SELECT"",""2020-07-28 09:05:56.269+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3180940084722"",""ROTI PORC 100% FILET 4T 1"",""2020-07-28 08:58:59.14+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3560070505890"",""MDD MINI CHORIZO"",""2020-07-28 09:07:00.094+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3560070363681"",""MDD SCISSE SECHE DROITE"",""2020-07-28 09:07:36.068+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3449865232466"",""COCH SON TSR 100G C6P 32T"",""2020-07-28 09:09:11.023+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""7613035937390"",""HERTA KNACKI VEGETALE 10P"",""2020-07-28 09:12:27.045+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3245413153647"",""MDD FILT HARENG FUME DOUX"",""2020-07-28 12:16:48.521+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3270190023661"",""2X100G LARDONS NAT MDD CL"",""2020-07-28 09:15:20.759+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3276170027001"",""CORAYA GRDS BATONNETS X10"",""2020-07-28 12:16:59.906+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560071224400"",""150G TAPENAD.OLIV.NR EXTR"",""2020-07-28 12:27:41.17+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3276170016326"",""CORAYA PC SCE COCKTAIL"",""2020-07-28 12:17:30.316+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3033491225253"",""6X50G DANONINO FRAISE/FRA"",""2020-08-08 08:34:56.923+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3033491433306"",""DANETTE VANI CHOC 16X115G"",""2020-08-08 08:38:25.196+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3456770035655"",""CREME GOURMANDE CHOCOLAT"",""2020-08-08 08:38:48.669+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3033491383762"",""BIO AUX FRUITS 12X50G"",""2020-08-08 08:35:17.762+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3456770936495"",""GD LIEGEOIS 3 CHOC 2X120G"",""2020-08-08 08:39:10.491+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3560070354597"",""FROM.FRAIS FRT MDD KIDS"",""2020-08-08 08:35:45.619+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3560070833443"",""MDD CD PANACHE 16X115G"",""2020-08-08 08:39:28.128+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3270190023142"",""MDD CREM.DESS.PANACHE X12"",""2020-08-08 08:39:53.226+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3033491276606"",""12X125G MON YRT RIGOLO PA"",""2020-08-08 08:36:18.174+00"""
"Magasin Exercice,""jus"",""3560070723935"",""50CL PET PJ GRENADE MDD"",""2020-08-08 08:40:56.077+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3292070005147"",""ADB TZATZIKI YT GREC/MENT"",""2020-07-28 12:30:17.218+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3560070809653"",""MDD  FF FRUIT TUBE 12X40G"",""2020-08-08 08:36:47.515+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3329770056060"",""PTIT YOP ARO VANIL.6X180G"",""2020-08-08 08:37:12.992+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3560071221003"",""4X180G YAB FRAISE MDD KID"",""2020-08-08 08:37:46.303+00"""
"Magasin Exercice,""37.2 Patisserie & viennoiserie"",""3178530416848"",""275G TAM TAM ORIGINAL ST"",""2020-07-28 12:35:49.364+00"""
"Magasin Exercice,""37.2 Patisserie & viennoiserie"",""3560070790593"",""480G BRIOCH. PEP CHOC MDD"",""2020-07-28 12:36:07.093+00"""
"Magasin Exercice,""37.2 Patisserie & viennoiserie"",""3284230004015"",""LA BOULANG.PAIN CHOC 400G"",""2020-07-28 12:36:26.245+00"""
"Magasin Exercice,""37.2 Patisserie & viennoiserie"",""3560070370436"",""280G PAIN LAIT X8 BIO MDD"",""2020-07-28 12:36:45.14+00"""
"Magasin Exercice,""bio expérience"",""3483190001359"",""BJR CAMPAG.LARDON NAT.BIO"",""2020-07-28 12:57:45.996+00"""
"Magasin Exercice,""bio expérience"",""3175681168350"",""200G GAL. QUINOA TOMATES"",""2020-07-28 13:00:40.286+00"""
"Magasin Exercice,""uf blanc"",""7616600715089"",""BAIKO CEREALES FRTS RGES"",""2020-07-28 13:23:54.329+00"""
"Magasin Exercice,""uf blanc"",""3329770066021"",""SLA PERLE S/FRAISE 4X125G"",""2020-07-28 13:24:25.471+00"""
"Magasin Exercice,""uf blanc"",""3456774758772"",""M.N YT GMD.MAND/CITRON X2"",""2020-07-28 13:28:37.137+00"""
"Magasin Exercice,""uf blanc"",""3033491553738"",""DANONE FRUITS DE RECOLTES"",""2020-07-28 13:28:49.28+00"""
"Magasin Exercice,""uf blanc"",""3033491553684"",""DANONE FRUITS ROUGES X2"",""2020-07-28 13:29:03.344+00"""
"Magasin Exercice,""uf blanc"",""3456770316143"",""YRT GOUR.ANANAS PASSIONX2"",""2020-07-28 13:29:27.305+00"""
"Magasin Exercice,""uf blanc"",""3270190021445"",""8X125G PV YT LT ENT.VANIL"",""2020-07-28 13:30:47.082+00"""
"Magasin Exercice,""uf blanc"",""3426327634457"",""YAOURT FRUITS RGES 2X125G"",""2020-07-28 13:34:14.614+00"""
"Magasin Exercice,""uf blanc"",""3426327541007"",""YAOURT VANILLE 2X125G"",""2020-07-28 13:34:33.09+00"""
"Magasin Exercice,""uf blanc"",""3023290013267"",""LIEGEOIS FRAISE LTR 4X100"",""2020-07-28 13:34:51.514+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3560071220990"",""YAB FRAMB 4X180G MDD KIDS"",""2020-07-28 13:37:37.675+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3560070354283"",""MDD KIDS YT BOIRE FRAMB."",""2020-07-28 13:37:48.256+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3329770057005"",""PTIT YOP PANACHE X6"",""2020-07-28 13:38:13.495+00"""
