"shop,""aisle"",""reference_id"",""reference_name"",""last_control"""
"Magasin Exercice,""dessert viennois"",""3456770033446"",""YAOURT VAN BOURBON 2X150G"",""2020-08-07 16:03:41.714+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3560071009410"",""CR.8T ROSETTE DE LYON 70G"",""2020-08-08 12:57:57.741+00"""
"Magasin Exercice,""dessert viennois"",""3023290036815"",""VIENNOIS CHOC CARA 4X100G"",""2020-08-07 16:03:50.576+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3560070591145"",""MDD JBN FORET NOIRE 10TR"",""2020-08-08 12:58:08.009+00"""
"Magasin Exercice,""dessert viennois"",""3023290021217"",""CAFE VIENNOIS 4X100G"",""2020-08-07 16:03:56.237+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3700133914485"",""LE JAMBON SEC BIEN ELEVE"",""2020-08-08 12:58:22.16+00"""
"Magasin Exercice,""dessert viennois"",""3023290170106"",""VIENNOIS 4CHOCO/4CAFE X8"",""2020-08-07 16:04:12.923+00"""
"Magasin Exercice,""dessert viennois"",""3033490005221"",""DANETTE MOUSS CHOCO 4X60G"",""2020-08-07 16:04:22.229+00"""
"Magasin Exercice,""dessert viennois"",""3023290009024"",""SDM CARAMEL BEURRE 4X59G"",""2020-08-07 16:04:29.393+00"""
"Magasin Exercice,""dessert viennois"",""3023290419793"",""4X57G FEUILL CHOCO/MENTHE"",""2020-08-07 16:04:37.776+00"""
"Magasin Exercice,""dessert viennois"",""3023290630990"",""4X59G SDM CAFE"",""2020-08-07 16:04:49.436+00"""
"Magasin Exercice,""dessert viennois"",""3608580765684"",""B.M MOUSSE CHOC LT 4X50G"",""2020-08-07 16:04:59.198+00"""
"Magasin Exercice,""dessert viennois"",""3608580765653"",""B.MAM MOUSSE CHOCO 4X50G"",""2020-08-07 16:05:05.164+00"""
"Magasin Exercice,""dessert viennois"",""3608580728634"",""B.MAMAN SEMOULE CARAM X4"",""2020-08-07 16:05:35.065+00"""
"Magasin Exercice,""dessert viennois"",""3608580908319"",""4X100G SEMOULE AU LAIT BM"",""2020-08-07 16:06:12.589+00"""
"Magasin Exercice,""dessert viennois"",""3608580928683"",""RIZ LAIT NATURE 4X100G"",""2020-08-07 16:06:18.166+00"""
"Magasin Exercice,""dessert viennois"",""3023292266005"",""LAITIER.GATEAU RIZ CARAM."",""2020-08-07 16:06:29.139+00"""
"Magasin Exercice,""dessert viennois"",""3023290624265"",""LAITIE.CRM OEUF VANILLEX4"",""2020-08-07 16:06:36.291+00"""
"Magasin Exercice,""dessert viennois"",""3023290208137"",""PETIT CLAFOUTIS ABRICOT"",""2020-08-07 16:06:53.237+00"""
"Magasin Exercice,""dessert viennois"",""3608580720959"",""B.MAM TIRAMISU CAFE 2X90G"",""2020-08-07 16:06:58.058+00"""
"Magasin Exercice,""dessert viennois"",""3045320528572"",""BONNE MAMAN MOKA 2X100G"",""2020-08-07 16:07:03.699+00"""
"Magasin Exercice,""dessert viennois"",""5412949096788"",""DAIM CHEESECAKE 2X85G"",""2020-08-07 16:07:15.16+00"""
"Magasin Exercice,""dessert viennois"",""5060425286651"",""2X85G CAPPUCCINO GOURMAND"",""2020-08-07 16:08:14.358+00"""
"Magasin Exercice,""dessert viennois"",""5060023974301"",""GU CHEESECAKE CITRON X2"",""2020-08-07 16:08:44.66+00"""
"Magasin Exercice,""dessert viennois"",""3560070751082"",""MDD S.TARTE CARAM.BS 2X80"",""2020-08-07 16:09:14.027+00"""
"Magasin Exercice,""dessert viennois"",""3560070695362"",""2X100G TIRAMISU SPECULOOS"",""2020-08-07 16:09:24.007+00"""
"Magasin Exercice,""dessert viennois"",""3426723000016"",""100G TIRAMISU LA HULOTTE"",""2020-08-07 16:09:58.341+00"""
"Magasin Exercice,""dessert viennois"",""3426724000015"",""HULOTTE MOUSSE CHOCO 90G"",""2020-08-07 16:10:43.907+00"""
"Magasin Exercice,""dessert viennois"",""3426721000070"",""GRANDE MOUSSE CHOCO 220G"",""2020-08-07 16:11:18.707+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3560071085803"",""80G SAUCISSON FELINO MDD"",""2020-08-08 13:25:24.358+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3449865267475"",""AOSTE JBON CUIT SUP DD 40"",""2020-08-08 12:54:09.972+00"""
"Magasin Exercice,""dessert viennois"",""3023290797365"",""LAITIERE CREME BRULEE"",""2020-08-07 16:06:45.202+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3154230050667"",""HERTA ALLUMETTE BACON X2"",""2020-08-08 12:56:28.399+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3700133914508"",""LE CHORIZO DOUX BIEN ELEV"",""2020-08-08 13:26:20.791+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3560071010133"",""MDD 4T JB SEC ITALIEN 70G"",""2020-08-08 13:28:59.284+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3560070543816"",""MDD SAUC.FRANCFOR.X4 220G"",""2020-08-08 12:56:44.253+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3275461000914"",""PETITGAS PLAT.RACLETTE"",""2020-08-08 13:29:31.663+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3275461005957"",""POITRINE FUMEE TR EP.200G"",""2020-08-08 12:56:58.956+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3024720027748"",""B.C RILL.PLT PIMENTE 200G"",""2020-08-08 13:24:50.149+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3024720026307"",""RILLETTES CANARD 220G"",""2020-08-08 13:25:04.757+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""7613034569769"",""HERTA BACON SEL RED. X10T"",""2020-08-08 12:57:08.801+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3270190020677"",""MDD  RILLETTES MANS 220G"",""2020-08-08 13:25:31.257+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3700133914492"",""LE BACON FUME BIEN ELEVE"",""2020-08-08 12:57:31.797+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3270190020684"",""RILLETTES MANS 400G"",""2020-08-08 13:25:43.943+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3024720020329"",""BC V.RILLETT DU MANS 400G"",""2020-08-08 13:26:36.72+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3180050611009"",""BAHIER PERSILLE X1 180G"",""2020-08-08 13:26:45.688+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560070948284"",""350G 10 SAUC CUIT FUMEE P"",""2020-08-08 13:31:09.666+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3350240680119"",""PRUNIER PATE FOIE FOREST."",""2020-08-08 13:26:57.963+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3095756622016"",""FM AIGUILLETTES PLET GRIL"",""2020-08-08 13:31:34.092+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3270190203438"",""MDD MOUSSE DE FOIE 180G"",""2020-08-08 13:27:11.244+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3095751926010"",""AIGUILL.PLT GRILL.2X75G"",""2020-08-08 13:32:13.092+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3245412915253"",""MDD MOUSSE FORESTIER.180G"",""2020-08-08 13:27:16.975+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3245413489876"",""2X50G MOUSSE DE CANARD CR"",""2020-08-08 13:27:25.355+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3095758801105"",""ALLUMETTE BLANC POULET X2"",""2020-08-08 13:32:23.228+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3245413488244"",""2X50G MOUSSE DE FOIE MDD"",""2020-08-08 13:28:27.698+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3180940084449"",""CAMPAGNE / CANARD 2X50G"",""2020-08-08 13:28:36.3+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3095757693107"",""150G EMINCES DE GESIERS"",""2020-08-08 13:32:28.948+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560070505951"",""RDF BOUDIN BLANC RETHEL"",""2020-08-08 13:29:25.688+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560070506040"",""MDD BOUDIN NOIR ANCIEN X2"",""2020-08-08 13:29:44.19+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560071016708"",""500G DES DE JAMBON PP BLA"",""2020-08-08 13:32:36.865+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3180940087037"",""COCKTAIL CREOLES ENV 40"",""2020-08-08 13:30:38.372+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560071013875"",""350G KNACKS X10 MDD CLASS"",""2020-08-08 13:30:48.506+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""7613036901192"",""BIO ALLUM FUM CSNIT (2X6"",""2020-08-08 13:33:04.532+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3449865297694"",""J.B ASSORT 4 VAR.MAXI"",""2020-08-08 13:31:53.122+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3095758914010"",""ALLUMET.JAMBON CUIT 2X75G"",""2020-08-08 13:33:17.954+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""7613036901161"",""BIO DE JBON CSNIT (2X60)G"",""2020-08-08 13:33:28.716+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3067163614076"",""DELPEYRAT JAMBON BAYONNE"",""2020-08-08 13:34:34.729+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3339720412822"",""SCISSE PLI PORC FRANCAIS"",""2020-08-08 13:35:54.148+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560071012861"",""LARDONS NATURE"",""2020-08-08 13:34:02.441+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3369570374506"",""SAUCISSE SEC.DROITE 250G"",""2020-08-08 13:36:44.465+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3071500419958"",""365G GENEREUX COCH"",""2020-08-08 13:37:03.862+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560070555673"",""150G LARD FUM. -25% SEL C"",""2020-08-08 13:34:31.444+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3268750007114"",""LARDONS NATURE 300G"",""2020-08-08 13:34:54.026+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560071012854"",""LARDONS FUMES PSA"",""2020-08-08 13:35:05.42+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3180940084371"",""MAD TERRINE CAMP VPF PSA"",""2020-08-08 13:35:09.324+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560070719358"",""240G JB CHOIX PARIS TSR 6"",""2020-08-08 13:35:11.862+00"""
"Magasin Exercice,""dessert viennois"",""3279231712007"",""MOUSSE AUX MARRONS 2X100G"",""2020-08-08 13:44:48.344+00"""
"Magasin Exercice,""dessert viennois"",""3760122966000"",""M&A MOUSSE CHOCO 500ML"",""2020-08-08 13:45:18.563+00"""
"Magasin Exercice,""dessert viennois"",""3560071016517"",""MDD MOUSSE CHOCO NR 280G"",""2020-08-08 13:46:08.092+00"""
"Magasin Exercice,""dessert viennois"",""3560070835300"",""MDD CLAFOUTI CERISE 4X85G"",""2020-08-08 13:46:50.851+00"""
"Magasin Exercice,""dessert viennois"",""3560071018528"",""MDD ROYAL CHOCOLAT 2X80G"",""2020-08-08 13:47:34.015+00"""
"Magasin Exercice,""dessert viennois"",""3560071151010"",""MDD MOUSSE AMANDE S 2X80G"",""2020-08-08 13:48:46.118+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3560070393763"",""125G PTES CREV.DECORT.MSC"",""2020-08-08 13:51:25.007+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3560071085919"",""100G CREVETTES BIO MDD"",""2020-08-08 13:51:39.329+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3456700084005"",""MOULES MARINIERE 600G"",""2020-08-08 13:51:59.941+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3560070462872"",""500G FLTS HARENG FUMES PP"",""2020-08-08 13:52:09.184+00"""
"Magasin Exercice,""œuf 🥚"",""3760150111571"",""6 OEUFS GROS COQUE SOL LU"",""2020-08-08 13:44:36.206+00"""
"Magasin Exercice,""œuf 🥚"",""3560071246167"",""X15 OEUFS MDD BIO"",""2020-08-08 13:44:52.14+00"""
"Magasin Exercice,""œuf 🥚"",""3560070898015"",""4 OEUFS GROS MDD BIO"",""2020-08-08 13:45:01.397+00"""
"Magasin Exercice,""œuf 🥚"",""3282078402215"",""6 OEUFS BIO TC MATINES"",""2020-08-08 13:45:10.084+00"""
"Magasin Exercice,""œuf 🥚"",""3760150111120"",""10 OEUFS BIO LUSTUCRU TC"",""2020-08-08 13:45:18.809+00"""
"Magasin Exercice,""œuf 🥚"",""3251320891824"",""12 OEUFS PPA CQLP"",""2020-08-08 13:46:29.261+00"""
"Magasin Exercice,""œuf 🥚"",""3251320080617"",""6 OEUFS TC LABEL ROUGE"",""2020-08-08 13:46:39.499+00"""
"Magasin Exercice,""œuf 🥚"",""3760150111113"",""6 OEUFS BIO TC LUSTUCRU"",""2020-08-08 13:46:48.412+00"""
"Magasin Exercice,""œuf 🥚"",""3270190021179"",""X6 OEUFS MDD BIO"",""2020-08-08 13:48:45.174+00"""
"Magasin Exercice,""œuf 🥚"",""3245412846991"",""X10 OEUFS BIO MDD"",""2020-08-08 13:49:56.698+00"""
"Magasin Exercice,""œuf 🥚"",""3560071098292"",""20X OEUFS DJP SOL MDD"",""2020-08-08 13:50:08.546+00"""
"Magasin Exercice,""œuf 🥚"",""3560070392742"",""10X OEUFS FRAIS"",""2020-08-08 13:50:18.117+00"""
"Magasin Exercice,""dessert viennois"",""3560070541065"",""MDD FLAN NATURE 4X100G"",""2020-08-08 13:45:47.53+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3276170012243"",""CORAYA RAPE DE LA MER 180"",""2020-08-08 13:52:50.635+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3276170016340"",""PC SAUCE COCKTAIL CO 210G"",""2020-08-08 13:53:20.215+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3560070682898"",""MDD SSON SEC MG ALL 220G"",""2020-08-08 13:37:31.251+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3302748269020"",""BAT SURIMI COEUR SAISON"",""2020-08-08 13:53:56.987+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3333681030439"",""250G SCISSE COURBE AUVERG"",""2020-08-08 13:38:08.316+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3276170021160"",""COR PERLES E&C 136G"",""2020-08-08 13:54:29.873+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3351160000247"",""SCISSON PP ENROBE POIVRE"",""2020-08-08 13:38:35.418+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3369570024517"",""SCISSE S.COURBE MONT 250G"",""2020-08-08 13:39:08.895+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3302748260027"",""FL. MIC. 14BAT SURI.224G"",""2020-08-08 13:54:29.705+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3369570014518"",""SCISSON SEC BN MONT. 250G"",""2020-08-08 13:39:46.712+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""3339720411429"",""SAUCISS.SEC LABL RGE 225G"",""2020-08-08 13:41:21.079+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3276170027025"",""CORAYA GRD SURIMI 24 BATS"",""2020-08-08 13:54:38.943+00"""
"Magasin Exercice,""32.2 Jambon cru & saucisson"",""00000000003,7"",""Schweinsplätzli 37 303 g"",""2020-08-08 13:42:02.515+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3067163626604"",""DELPEY.4T SF SAUVAGE 120G"",""2020-08-08 13:55:24.379+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3302748259021"",""FL.MIC 224G 14BAT SURIMI"",""2020-08-08 13:54:18.432+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3270190025290"",""COEUR SAUMON FUME ECOSSE"",""2020-08-08 13:55:33.152+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3045320517620"",""YAOURT VANILLE NATURELLE"",""2020-08-08 13:58:37.295+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560070977109"",""MDD EMINCES SF BIO 100G"",""2020-08-08 13:55:47.206+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560071010522"",""MDD HOUMOUS EXTRA 180G"",""2020-08-08 13:59:01.505+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560071093709"",""RDF EMINCES TRUITE FUMEE"",""2020-08-08 13:55:54.471+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3245412956355"",""200G HOUMMOUS MDD"",""2020-08-08 13:59:12.93+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3245414079069"",""MDD S 2TR.SAUMON LR ECOSS"",""2020-08-08 13:57:17.386+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560071237370"",""160G BOUCHEES SF SESAM CR"",""2020-08-08 14:00:09.502+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3033610062509"",""LABEYRIE 2T SF SAUVAGE65G"",""2020-08-08 13:57:25.811+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560071239619"",""180G GUACAMOLE MDD BIO"",""2020-08-08 14:00:41.186+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3292070009954"",""140G CHEVRE CREMEUX A.BLI"",""2020-08-08 14:00:53.902+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3033610072010"",""L.SAUMON FUME ECOS.2T.75G"",""2020-08-08 13:57:54.907+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3073781134438"",""150G TART.CABILLAUD CIB"",""2020-08-08 14:01:27.718+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3067163626611"",""DELPEYRAT 4T SF BIO 120G"",""2020-08-08 13:58:03.552+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3073781134339"",""160G TART. BETTERAVE BOUR"",""2020-08-08 14:01:42.824+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560071010508"",""MDD TZATZIKI EXTRA 180G"",""2020-08-08 14:02:07.475+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560071239626"",""180G HOUMOUS MDD BI"",""2020-08-08 14:02:27.291+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""8031301883384"",""PULCO CUISINE VERT 125ML"",""2020-08-08 13:58:16.799+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3321431026429"",""SF ECO 4TR 100G MOWI"",""2020-08-08 14:02:42.99+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560070755349"",""120G 4T SF SAUVAG.MSC MDD"",""2020-08-08 14:04:00.721+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3292070009343"",""205G KTIPITI OFFRE DECOUV"",""2020-08-08 13:58:46.492+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3067163609553"",""DELP. 4T SF NORVEGE 140G"",""2020-08-08 14:06:37.927+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3270190208181"",""90G LARDON DE SAUMON FUME"",""2020-08-08 14:06:50.945+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3302741714107"",""FMT DELICE CHAIR CRABE"",""2020-08-08 14:04:31.906+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3038680704823"",""SF NORV 4TR 130G D"",""2020-08-08 14:04:44.874+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560070462902"",""150G 4T TRUITE FUMEE MDD"",""2020-08-08 14:04:53.005+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560070671182"",""MDD BRISURE SAUM.FUM.180G"",""2020-08-08 14:04:58.716+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3067163609577"",""DELPEYRAT  SAUMON FUME 6T"",""2020-08-08 14:06:02.874+00"""
"Magasin Exercice,""œuf 🥚"",""3414280340126"",""12 OEUFS PPA M/G ELEV ENG"",""2020-08-10 08:41:09.448+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3038680807821"",""SF BIO 4TR 110G DE"",""2020-08-08 14:03:52.951+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560071099244"",""1KG 56 BATONNETS SAV.CRAB"",""2020-08-08 14:04:14.923+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3245413533654"",""MDD SAUM.FUME BIO 2TR 80G"",""2020-08-08 14:07:00.341+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3067163611549"",""DELPEYRAT SF NORVEGE 6TR"",""2020-08-08 14:07:21.164+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3292070009305"",""MINI GRESSINI 90G BLINI"",""2020-08-08 14:07:33.196+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3302745733029"",""FMT BAT.MOELLEUX 500G X30"",""2020-08-08 14:08:18.809+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3276170012243"",""CORAYA RAPE DE LA MER 180"",""2020-08-08 14:08:25.742+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3276170016326"",""CORAYA PC SCE COCKTAIL"",""2020-08-08 14:08:39.659+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3560070566143"",""200G MIETTE SURIM.MSC MDD"",""2020-08-08 14:08:47.801+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3302746459027"",""FMT BAT.SURIMI 0% MAT.GR."",""2020-08-08 14:08:56.984+00"""
"Magasin Exercice,""œuf 🥚"",""3273051220148"",""6 OEUFS BLC PPA M/G COCO"",""2020-08-10 08:41:16.225+00"""
"Magasin Exercice,""œuf 🥚"",""3414280670063"",""6 OEUFS BIO M/G ODNV"",""2020-08-10 08:41:58.608+00"""
"Magasin Exercice,""œuf 🥚"",""3414280450108"",""10 OEUFS BIO M/G ODNV"",""2020-08-10 08:42:15.438+00"""
"Magasin Exercice,""œuf 🥚"",""3700864008101"",""10 OEUFS BIO AGISSONS"",""2020-08-10 08:42:25.791+00"""
"Magasin Exercice,""Semi conserves"",""3262330000120"",""ROLLMOPS 290 G"",""2020-08-10 08:42:39.974+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3245390024572"",""220G RILLETTE DU MANS RDF"",""2020-08-10 08:24:06.828+00"""
"Magasin Exercice,""32.1 Jambon cuit & viande cuite"",""3095757414016"",""F JBN SUP CUIT -25% SEL"",""2020-08-10 08:19:32.485+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560070347360"",""MDD SAUC AIL ANC FUM 250G"",""2020-08-10 08:27:06.525+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560071195670"",""300G ANDOUILLETTE TROYES"",""2020-08-10 08:27:18.103+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560071232887"",""210G KNACKS X6 MDD CLASSI"",""2020-08-10 08:27:32.218+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560071232856"",""700G KNACKS X20 MDD CLASS"",""2020-08-10 08:27:41.733+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560070968497"",""160G AIGUIL PLT ROTIES CR"",""2020-08-10 08:27:51.683+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""7613035999497"",""HERTA RAPE JAMBON 150G"",""2020-08-10 08:28:02.985+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3095756617012"",""F.MICHON AIGUILLET.POULET"",""2020-08-10 08:28:15.148+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3095754137017"",""F.M EMI D PLT MAX FO 250G"",""2020-08-10 08:28:25.623+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3245412702532"",""DES DE POULET ROTI MDD"",""2020-08-10 08:28:34.649+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3095755139010"",""F.M DES DE JAMBON 250G"",""2020-08-10 08:28:47.263+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""7613034423115"",""HERTA ALLUMETT.FUM-25%SEL"",""2020-08-10 08:28:59.319+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3350240040111"",""REILLET.MANS PORC FERMIER"",""2020-08-10 08:29:19.171+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3350240040333"",""Rillettes du Mans Maison Prunier "",""2020-08-10 08:29:34.596+00"""
"Magasin Exercice,""32.3 Pâté rillettes à lardons"",""3560071096311"",""MDD 10T JAMBON PARIS 400G"",""2020-08-10 08:29:53.182+00"""
"Magasin Exercice,""bio"",""3273220541272"",""VRAI YT BIO CHEV MYR2X115"",""2020-07-29 17:06:35.314+00"""
"Magasin Exercice,""36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois"",""3560071004675"",""YRT A BOIRE FRAISE 8X100G"",""2020-07-29 10:19:05.167+00"""
"Magasin Exercice,""bio"",""3273220540961"",""VRAI YRT BIO CHEV NA4X120"",""2020-07-29 17:07:05.471+00"""
"Magasin Exercice,""bio"",""3560070568543"",""MDD CABECOU BIO 3X35G"",""2020-07-29 17:13:08.783+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3292070006038"",""100G RIKAKATS"",""2020-07-29 17:53:51.138+00"""
"Magasin Exercice,""viennoiserie"",""3760049793444"",""LA BOULANGERE PAIN SUEDOI"",""2020-07-29 17:37:07.688+00"""
"Magasin Exercice,""viennoiserie"",""3760049796780"",""BLG BAG VIEN NAT BIO 340G"",""2020-07-29 17:37:30.766+00"""
"Magasin Exercice,""Halal & Casher"",""3459860004760"",""120G BLANC POULET DORE AV"",""2020-07-29 18:01:40.036+00"""
"Magasin Exercice,""Halal & Casher"",""3512690000446"",""BLANC DINDE FUME.HAL.160G"",""2020-07-29 18:02:55.134+00"""
"Magasin Exercice,""surimi et Traiteur de la mer"",""3276170020705"",""CORAYA 6T DE LA MER 200G"",""2020-07-29 17:44:36.114+00"""
"Magasin Exercice,""Halal & Casher"",""3512690000972"",""CHORIZO TRANCH.HALAL 120G"",""2020-07-29 18:03:22.028+00"""
"Magasin Exercice,""Tartinable, Truite & Saumon fumé"",""3440432019091"",""140G TRUITE FUME 4T  SDC"",""2020-07-29 17:46:45.821+00"""
"Magasin Exercice,""Halal & Casher"",""3512690002082"",""ISLA DELICE DE DINDE FUME"",""2020-07-29 18:04:03.387+00"""
"Magasin Exercice,""Halal & Casher"",""3512690003799"",""LE SEC AUX NOISETTES 200G"",""2020-07-29 18:04:37.443+00"""
